name,company,image,for_gender,rating,number_votes,main accords,description,top notes,middle notes,base notes,longevity,sillage,gender_vote,price value
Not A Perfume,Juliette Has A Gun,https://fimgs.net/mdimg/perfume/375x500.10296.jpg,for women,3.8,3512,"{'amber': 100.0, 'musky': 72.0}","Not A Perfume by Juliette Has A Gun is a Floral Woody Musk fragrance for women. Not A Perfume was launched in 2010. The new non-perfume is arriving from the house of Juliette Has a Gun in September 2010. Juliette Has a Gun Not a Perfume in not really a perfume but fragrant AMBROX in a flacon. C16 H28 O is formula of Ambroxan, the only key ingredient in this non-perfume. Ambrox was born in the 1950es in Firmenich as substitute for grey amber which was very expensive for a common use in compositions. Ambrox is typically used as one of base notes of compositions, while it has a leading role in this non-perfume. Juliette Has A Gun Not a Perfume is a provocative declaration which does not follow the rules of modern perfumery. Not a Perfume is based on contradictions, since its composition is created of molecules and is the only fragrance without allergens. Not a Perfume is available in characteristic flacons of 50 and 100ml. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Ambroxan', 'Cetalox']",[],"{'very weak': 183, 'weak': 148, 'moderate': 279, 'long lasting': 234, 'eternal': 225}","{'intimate': 575, 'moderate': 394, 'strong': 224, 'enormous': 265}","{'female': 38, 'more female': 31, 'unisex': 116, 'more male': 1, 'male': 1}","{'way overpriced': 32, 'overpriced': 40, 'ok': 67, 'good value': 16, 'great value': 2}"
Womanity,Mugler,https://fimgs.net/mdimg/perfume/375x500.8766.jpg,for women,3.6,8844,"{'woody': 100.0, 'fruity': 87.1009, 'savory': 84.041, 'animalic': 78.0364, 'sweet': 72.0794, 'nutty': 72.0319, 'green': 70.6048, 'marine': 54.0182, 'fresh': 52.3695, 'lactonic': 46.0732}","Womanity by Mugler is a fragrance for women. Womanity was launched in 2010. Womanity was created by Mane, Alexis Dadier and Ralf Schwieger. 18 years after Angel and 5 years after extraordinary Alien, Thierry Mugler is saluting femininity. The new edition will thrill all fans of his creations. It is named Womanity and it arrives in stores in mid-June 2010. Thierry Mugler with Womanity plans to launch (for the third time) a bestseller perfume and which will attract the public for years. Womanity is a word created to connect femininity, humanity and city. An overture to this edition began in March 2010 when Mugler launched Womanity.com web site with an idea that every woman cooperates in its creation and finishing touch. With an aim to create contents for the website, one story is finished by several women, each of them writing on her page. Contest asks women to give creative ideas for a particular project or cause. The winner will work with Mugler to finish the website. Fragrance WOMANITY was created as a part of this phenomenon, in a pink bottle. Connections between women are presented as chains and ring on top of the bottle which is decorated with metal frieze with symbolic design. Design of the top part of the bottle and beautiful frieze figures can be interpreted as Gothic or Art Deco style. Mugler's idea was however that the frieze encapsulated and depicted women of all generations. Composition of Womanity was created by Mane, as a powerful contrast of elements. By using the new molecular process of extraction, Mane manages to extract natural aromas of fig for sweet accords. Savory notes originate from caviar and the structure in ensured by fig wood aromas. Pierre Aulas, olfactive director of Clarins Fragrance Group, says that it is a true challenge to work on Mugler's idea of combining savoury and sweet notes. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Fig', 'Caviar', 'Fig Tree', 'Fig Leaf']",[],"{'very weak': 70, 'weak': 87, 'moderate': 357, 'long lasting': 686, 'eternal': 1017}","{'intimate': 181, 'moderate': 569, 'strong': 1018, 'enormous': 789}","{'female': 86, 'more female': 36, 'unisex': 68, 'more male': 3, 'male': 1}","{'way overpriced': 3, 'overpriced': 18, 'ok': 103, 'good value': 24, 'great value': 10}"
The Dreamer,Versace,https://fimgs.net/mdimg/perfume/375x500.59417.jpg,for men,4.15,659,"{'white floral': 100.0, 'aromatic': 85.4669, 'iris': 73.155, 'amber': 66.1741, 'powdery': 61.3191, 'fresh spicy': 59.8277, 'woody': 56.718, 'herbal': 56.1786, 'violet': 51.5775, 'soft spicy': 50.7684}","The Dreamer by Versace is a fragrance for men. The Dreamer was launched during the 2010's. Top notes are Juniper, Tarragon and Artemisia; middle notes are iris, Lily and Flax; base notes are Tobacco blossom and Amber.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Juniper', 'Tarragon', 'Artemisia']","['iris', 'Lily', 'Flax']","['Tobacco blossom', 'Amber']","{'very weak': 23, 'weak': 43, 'moderate': 176, 'long lasting': 161, 'eternal': 19}","{'intimate': 71, 'moderate': 272, 'strong': 108, 'enormous': 47}","{'female': 0, 'more female': 6, 'unisex': 59, 'more male': 102, 'male': 59}","{'way overpriced': 0, 'overpriced': 5, 'ok': 26, 'good value': 78, 'great value': 113}"
Reb'l Fleur,Rihanna,https://fimgs.net/mdimg/perfume/375x500.10554.jpg,for women,3.93,3649,"{'fruity': 100.0, 'sweet': 87.9856, 'vanilla': 78.0983, 'coconut': 69.206, 'powdery': 64.2312, 'patchouli': 57.6969, 'musky': 49.1445, 'woody': 47.9187, 'lactonic': 46.9939, 'amber': 45.7198}","Reb'l Fleur by Rihanna is a Chypre Fruity fragrance for women. Reb'l Fleur was launched in 2010. Reb'l Fleur was created by Caroline Sabas and Marypierre Julien. Top notes are Peach, Plum and Red Berries; middle notes are Coconut, Tuberose, Hibiscus and Violet; base notes are Vanille, Patchouli, Musk and Amber. ""Daring, sexy and truly memorable, Reb'l Fleur is as much in tune with Barbados-born Rihanna's roots as it is with the glamour of her present life in New York City."" The fragrance is presented to the market in 2011. The fragrance is an intense and daring fruity chypre, composed of sophisticated floral notes: tuberose, violet and hibiscus, - with a splash of coconut water, - over the light and smooth base, the combination of the final notes evokes the impression of warm skin. The perfume was created by Caroline Sabas and Marypierre Julien of Givaudan. The elegant bottle, which glows from within, is beautifully designed in the shape of a high heel. The bottle is adorned with silken ribbons and an golden ring on the stopper. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Peach', 'Plum', 'Red Berries']","['Coconut', 'Tuberose', 'Hibiscus', 'Violet']","['Vanille', 'Patchouli', 'Musk', 'Amber']","{'very weak': 46, 'weak': 74, 'moderate': 338, 'long lasting': 511, 'eternal': 169}","{'intimate': 123, 'moderate': 492, 'strong': 542, 'enormous': 231}","{'female': 91, 'more female': 21, 'unisex': 12, 'more male': 1, 'male': 0}","{'way overpriced': 0, 'overpriced': 1, 'ok': 10, 'good value': 44, 'great value': 71}"
English Pear & Freesia,Jo Malone London,https://fimgs.net/mdimg/perfume/375x500.10314.jpg,for women,3.96,2448,"{'floral': 100.0, 'fruity': 92.9101, 'sweet': 72.9499, 'rose': 70.2201, 'aquatic': 66.4034, 'musky': 58.8386, 'fresh': 56.297, 'patchouli': 53.0196, 'green': 52.0996, 'powdery': 45.7286}","English Pear & Freesia by Jo Malone London is a Chypre Fruity fragrance for women. English Pear & Freesia was launched in 2010. The nose behind this fragrance is Christine Nagel. Top notes are Pear and Melon; middle notes are Freesia and Rose; base notes are Musk, Patchouli, Rhuburb and Amber. Jo Malone presents new fragrance, English Pear and Freesia, which unites English landscapes and seasons which are connected with souls of the British.
Inspiration for this fragrance were also verses by one of the last great romantic poets, John Keats (Ode to Autumn).
Jo Malone's creative studio chose a perfumer for this collection. That is Christine Nagel known for numerous successful creations (Miss Dior Cherie, Narciso Rodriguez, Rose Absolue, Delices etc). The fragrance is ripe, juicy and thoroughly designed.
Nuances of freesia and pear are very complex, since ripe pears were necessary to achieve a certain note to sound unique in composition of the fragrance.
Pear in the moment of perfect ripeness has crispy structure of skin and juicy fruit. Pear is combined with quince which introduces honey sweetness and is surrounded with white freesia and wild climbing rose.
A base of the composition is created of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk that stay in a trail.
Jo Malone English Pear and Freesia is available as 30 and 100ml EDC. The fragrance arrives on the market in September 2010. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Pear', 'Melon']","['Freesia', 'Rose']","['Musk', 'Patchouli', 'Rhuburb', 'Amber']","{'very weak': 72, 'weak': 132, 'moderate': 288, 'long lasting': 94, 'eternal': 44}","{'intimate': 158, 'moderate': 378, 'strong': 142, 'enormous': 114}","{'female': 77, 'more female': 34, 'unisex': 22, 'more male': 1, 'male': 1}","{'way overpriced': 34, 'overpriced': 49, 'ok': 26, 'good value': 7, 'great value': 0}"
Memoir Woman,Amouage,https://fimgs.net/mdimg/perfume/375x500.10146.jpg,for women,4.23,3355,"{'warm spicy': 100.0, 'amber': 93.9014, 'smoky': 79.7518, 'woody': 70.5427, 'leather': 66.7638, 'aromatic': 57.6671, 'musky': 56.9689, 'balsamic': 56.5751, 'white floral': 56.3402, 'fresh spicy': 53.8253}","Memoir Woman by Amouage is a Chypre fragrance for women. Memoir Woman was launched in 2010. Memoir Woman was created by Daniel Maurel and Dorothee Piot. Top notes are Wormwood, Cardamom, Pink Pepper and Mandarin Orange; middle notes are Incense, Clove, Woodsy Notes, White Flowers, Rose, Pepper and Jasmine; base notes are Leather, French labdanum, Castoreum, Styrax, oak moss and Musk. The perfume arrives on the market in September 2010 and belongs to leather-animalistic-chypre fragrances. Perfumers Daniel Maurel and Dorothée Piot built it around central note of absynth. Top notes are cardamom, mandarin orange, pink pepper and wormwood; middle notes are clove, incense, pepper, woodsy notes, jasmine, rose and white flowers; base notes are musk, french labdanum, oak moss, styrax and leather. It is a part of fragrant pair along with edition for men. Available as 50 and 100 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Wormwood', 'Cardamom', 'Pink Pepper', 'Mandarin Orange']","['Incense', 'Clove', 'Woodsy Notes', 'White Flowers', 'Rose', 'Pepper', 'Jasmine']","['Leather', 'French labdanum', 'Castoreum', 'Styrax', 'oak moss', 'Musk']","{'very weak': 53, 'weak': 37, 'moderate': 109, 'long lasting': 370, 'eternal': 398}","{'intimate': 103, 'moderate': 306, 'strong': 480, 'enormous': 463}","{'female': 28, 'more female': 27, 'unisex': 62, 'more male': 5, 'male': 0}","{'way overpriced': 14, 'overpriced': 22, 'ok': 42, 'good value': 11, 'great value': 6}"
Eau Duelle,Diptyque,https://fimgs.net/mdimg/perfume/375x500.9241.jpg,for women and men,4.27,2330,"{'aromatic': 100.0, 'vanilla': 87.3849, 'fresh spicy': 72.0308, 'warm spicy': 70.9512, 'balsamic': 62.7296, 'amber': 61.0591, 'powdery': 52.9407, 'woody': 49.8321, 'soft spicy': 48.1249, 'sweet': 46.1837}","Eau Duelle by Diptyque is a Oriental Spicy fragrance for women and men. Eau Duelle was launched in 2010. The nose behind this fragrance is Fabrice Pellegrin.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Bourbon Vanilla', 'Elemi resin', 'Cardamom', 'Juniper', 'Olibanum', 'Pink Pepper', 'Black Tea', 'Ambergris', 'Bergamot', 'Saffron', 'Musk']",[],"{'very weak': 99, 'weak': 95, 'moderate': 275, 'long lasting': 135, 'eternal': 96}","{'intimate': 276, 'moderate': 360, 'strong': 167, 'enormous': 199}","{'female': 14, 'more female': 17, 'unisex': 47, 'more male': 2, 'male': 1}","{'way overpriced': 2, 'overpriced': 10, 'ok': 44, 'good value': 8, 'great value': 0}"
Essenza di Colonia,Acqua di Parma,https://fimgs.net/mdimg/perfume/375x500.9829.jpg,for men,4.36,1775,"{'citrus': 100.0, 'aromatic': 62.9351, 'white floral': 62.7726, 'fresh spicy': 58.4511, 'woody': 47.7793, 'green': 46.1801}","Essenza di Colonia by Acqua di Parma is a Citrus Aromatic fragrance for men. Essenza di Colonia was launched in 2010. Italian house of Acqua di Parma launches a new fragrance Essenza di Colonia which appears on the market in August 2010. Essenza di Clonia is accompanied by an interesting advertising campaign with photos by Giovanni Gastel.
Simple game of black and white announces Italian style and reminds us of tradition of the house and classic Art Deco Colonia flacon which was created as matt black flacon this time. The advertising campaign features an elegant smoking, which is an embodiment of style and elegance.
The new Essenza di Colonia is a flanker to edition from 1916, based on citrusy-woody notes of bergamot, lemon, mandarin, orange, grapefruit, petit grain, neroli, sage, rosemary, lily of the valley, rose accords, jasmine, patchouli, vetiver, white musk and amber. The fragrance can be purchased as 50 and 100ml edc. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Neroli', 'Bergamot', 'Grapefruit', 'Jasmine', 'Petitgrain', 'Orange', 'Musk', 'Mandarin Orange', 'vetyver', 'Rosemary', 'Rose', 'Oakmoss', 'Lily-of-the-Valley', 'Cloves', 'Sage', 'Patchouli', 'Amber']",[],"{'very weak': 57, 'weak': 70, 'moderate': 266, 'long lasting': 362, 'eternal': 68}","{'intimate': 120, 'moderate': 545, 'strong': 219, 'enormous': 161}","{'female': 1, 'more female': 0, 'unisex': 21, 'more male': 58, 'male': 81}","{'way overpriced': 9, 'overpriced': 22, 'ok': 75, 'good value': 38, 'great value': 10}"
La Tulipe,Byredo,https://fimgs.net/mdimg/perfume/375x500.8441.jpg,for women,4.12,2854,"{'floral': 100.0, 'green': 83.8224, 'soft spicy': 45.6563}","La Tulipe by Byredo is a Floral fragrance for women. La Tulipe was launched in 2010. La Tulipe was created by Jerome Epinette and Ben Gorham. Top notes are Freesia, Cyclamen and Rhuburb; middle note is pink tulip; base notes are Green Notes, vetyver and Woodsy Notes. La Tulipe was presented in 2010 as a fresh and clean floral fragrance with top notes of rhubarb, cyclamen and freesia. A heart incorporates floral notes of tulip, while a base finishes with greenery, blond wood and vetiver. The fragrance can be purchased as 100ml edp. La Tulipe is built around the idea of the tulip - a flower reminiscent of morning moist gardens and by being one of the season's first flowers to open its bud; the tulip has become a symbol for the rebirth of spring. ""I have always loved tulips and decided to create a fragrance that spoke of the whole idea of the flower.  To do this I wanted to capture its shy characteristic - and combine that with the expressive physicality it bears.""  – Ben Gorham Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Freesia', 'Cyclamen', 'Rhuburb']",['pink tulip'],"['Green Notes', 'vetyver', 'Woodsy Notes']","{'very weak': 52, 'weak': 108, 'moderate': 305, 'long lasting': 135, 'eternal': 68}","{'intimate': 176, 'moderate': 394, 'strong': 165, 'enormous': 166}","{'female': 61, 'more female': 22, 'unisex': 7, 'more male': 0, 'male': 2}","{'way overpriced': 18, 'overpriced': 34, 'ok': 27, 'good value': 2, 'great value': 2}"
Memoir Man,Amouage,https://fimgs.net/mdimg/perfume/375x500.10145.jpg,for men,4.33,2394,"{'aromatic': 100.0, 'fresh spicy': 81.8914, 'woody': 73.0094, 'amber': 70.037, 'green': 69.4604, 'smoky': 66.6468, 'balsamic': 52.42, 'warm spicy': 50.899, 'tobacco': 49.5057, 'leather': 46.4483}","Memoir Man by Amouage is a Leather fragrance for men. Memoir Man was launched in 2010. The nose behind this fragrance is Karine Vinchon Spehner. Top notes are Wormwood, Mint and Basil; middle notes are Incense, Lavender and Rose; base notes are Tobacco, Leather, Sandalwood, Guaiac Wood, Vetiver, oak moss, Amber, Vanille and Musk. The perfume arrives on the market in September 2010 and belongs to leather-woody-fougere fragrances. Perfumer Karine Vinchon built it around central note of absynth. Top notes are basil, mint and wormwood; middle notes are lavender, incense and rose; base notes are sandalwood, guaiac wood, oak moss, amber, vanille, tobacco and leather.It is a part of fragrant pair along with edition for women. Available as 50 and 100 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Wormwood', 'Mint', 'Basil']","['Incense', 'Lavender', 'Rose']","['Tobacco', 'Leather', 'Sandalwood', 'Guaiac Wood', 'Vetiver', 'oak moss', 'Amber', 'Vanille', 'Musk']","{'very weak': 67, 'weak': 59, 'moderate': 193, 'long lasting': 399, 'eternal': 407}","{'intimate': 200, 'moderate': 499, 'strong': 479, 'enormous': 279}","{'female': 2, 'more female': 0, 'unisex': 23, 'more male': 26, 'male': 93}","{'way overpriced': 14, 'overpriced': 40, 'ok': 40, 'good value': 22, 'great value': 8}"
Tonka Imperiale,Guerlain,https://fimgs.net/mdimg/perfume/375x500.8705.jpg,for women and men,4.4,2051,"{'sweet': 100.0, 'amber': 86.8006, 'almond': 86.1105, 'vanilla': 80.475, 'aromatic': 77.2513, 'tobacco': 69.2204, 'woody': 69.1961, 'nutty': 63.6663, 'fruity': 61.9773, 'warm spicy': 54.7909}","Tonka Imperiale by Guerlain is a Oriental fragrance for women and men. Tonka Imperiale was launched in 2010. The nose behind this fragrance is Thierry Wasser. Top notes are Bitter Almond, Rosemary and Bergamot; middle notes are Tonka Bean, Tobacco and Jasmine; base notes are Incense, Cedar and Pine. Tonka Imperiale was presented in 2010 as the 7th fragrance of Guerlain's line L’Art et la Matière. Creator of the fragrance is Thierry Wasser, and the key ingredient is tonka. This composition encompasses tonka, rosemary, spices, white honey, vanilla, almond, woody notes, amber and tobacco. Available as 75ml edp. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Bitter Almond', 'Rosemary', 'Bergamot']","['Tonka Bean', 'Tobacco', 'Jasmine']","['Incense', 'Cedar', 'Pine']","{'very weak': 51, 'weak': 57, 'moderate': 137, 'long lasting': 196, 'eternal': 67}","{'intimate': 140, 'moderate': 283, 'strong': 190, 'enormous': 177}","{'female': 9, 'more female': 15, 'unisex': 26, 'more male': 4, 'male': 0}","{'way overpriced': 8, 'overpriced': 21, 'ok': 15, 'good value': 1, 'great value': 1}"
Another 13,Le Labo,https://fimgs.net/mdimg/perfume/375x500.10131.jpg,for women and men,4.01,672,"{'musky': 100.0, 'amber': 83.5633, 'woody': 65.7749, 'animalic': 58.2984, 'floral': 47.0631, 'powdery': 47.0136, 'fruity': 44.8375}","Another 13 by Le Labo is a Oriental Woody fragrance for women and men. Another 13 was launched in 2010. The nose behind this fragrance is Nathalie Lorson. Perfume Another 13 is a product of collaboration between AnOther Mag and Le Labo. Its middle note is ambrox which posesses animalistic quality. Another 12 ingredients create the composition. This limited fragrance is available in only 50 copies as 100 ml Eau de Parfum. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",[],"['Iso E Super', 'Ambergris', 'Musk', 'Ambrette (Musk Mallow)', 'Amyl Salicylate', 'Pear']",[],"{'very weak': 27, 'weak': 34, 'moderate': 93, 'long lasting': 105, 'eternal': 82}","{'intimate': 80, 'moderate': 192, 'strong': 140, 'enormous': 140}","{'female': 6, 'more female': 14, 'unisex': 87, 'more male': 11, 'male': 5}","{'way overpriced': 25, 'overpriced': 54, 'ok': 30, 'good value': 6, 'great value': 3}"
Bombshell,Victoria's Secret,https://fimgs.net/mdimg/perfume/375x500.10190.jpg,for women,4.1,2470,"{'fruity': 100.0, 'sweet': 90.7468, 'fresh': 78.8572, 'citrus': 78.2181, 'floral': 66.0985, 'tropical': 64.4023, 'white floral': 46.9944}","Bombshell by Victoria's Secret is a Floral Fruity fragrance for women. Bombshell was launched in 2010. Bombshell was created by Adriana Medina-Baez and Mark Knitowski. Top notes are Passionfruit, Grapefruit, Pineapple, Tangerine and Big Strawberry; middle notes are Peony, Vanilla orchid, Red Berries, Jasmine and Lily-of-the-Valley; base notes are Musk, Woody Notes and Oakmoss. Victoria `s Secret Bombshell appears in the September of 2010. Fruity, aromatic and floral fragrance contains notes of purple passion fruit, Shangri-la peony and vanilla orchid. For true, always sexy ""bombshells” – the women with an attitude that require attention.  Available as 50 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Passionfruit', 'Grapefruit', 'Pineapple', 'Tangerine', 'Big Strawberry']","['Peony', 'Vanilla orchid', 'Red Berries', 'Jasmine', 'Lily-of-the-Valley']","['Musk', 'Woody Notes', 'Oakmoss']","{'very weak': 93, 'weak': 145, 'moderate': 309, 'long lasting': 106, 'eternal': 43}","{'intimate': 196, 'moderate': 406, 'strong': 141, 'enormous': 136}","{'female': 73, 'more female': 17, 'unisex': 10, 'more male': 1, 'male': 1}","{'way overpriced': 12, 'overpriced': 20, 'ok': 38, 'good value': 18, 'great value': 6}"
Bouquet Ideale,Xerjoff,https://fimgs.net/mdimg/perfume/375x500.11800.jpg,for women,4.21,1381,"{'woody': 100.0, 'vanilla': 70.4444, 'warm spicy': 63.8803, 'powdery': 57.1149, 'cinnamon': 54.6073, 'fresh spicy': 54.1379, 'balsamic': 49.8903, 'sweet': 47.4946, 'white floral': 45.0192, 'aromatic': 44.3352}","Bouquet Ideale by Xerjoff is a Oriental Woody fragrance for women. Bouquet Ideale was launched in 2010. The nose behind this fragrance is Jacques Flori. Top notes are Cinnamon and Nutmeg; middle notes are Guaiac Wood, Sandalwood, Virginia Cedar and Papyrus; base notes are Vanille, Coumarin, Tobacco blossom, French labdanum and Musk.  Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Cinnamon', 'Nutmeg']","['Guaiac Wood', 'Sandalwood', 'Virginia Cedar', 'Papyrus']","['Vanille', 'Coumarin', 'Tobacco blossom', 'French labdanum', 'Musk']","{'very weak': 44, 'weak': 38, 'moderate': 110, 'long lasting': 135, 'eternal': 99}","{'intimate': 82, 'moderate': 221, 'strong': 227, 'enormous': 246}","{'female': 29, 'more female': 21, 'unisex': 36, 'more male': 1, 'male': 0}","{'way overpriced': 17, 'overpriced': 24, 'ok': 24, 'good value': 3, 'great value': 1}"
Tresor In Love,Lancome,https://fimgs.net/mdimg/perfume/375x500.8019.jpg,for women,3.83,5161,"{'fruity': 100.0, 'sweet': 82.5191, 'powdery': 81.2652, 'rose': 74.0994, 'fresh': 58.7258, 'violet': 49.8131, 'musky': 48.0137, 'floral': 44.3749}","Tresor In Love by Lancome is a Floral Fruity fragrance for women. Tresor In Love was launched in 2010. Tresor In Love was created by Dominique Ropion and Veronique Nyberg. Top notes are Nectarine, Pear, Pink Pepper and Bergamot; middle notes are Taif Rose, Peach, Violet and Jasmine; base notes are Musk and Virginia Cedar. Lancome is launching a new fragrance, Tresor In Love end of March 2010. The fragrance was created by perfumers Dominique Ropion and Veronique Nyberg. This fragrant composition incorporates fruity-floral notes on a cedar wood base.
Tresor In Love opens with accords of nectarine, bergamot, peach and sour pear. A heart blooms with Turkish rose and elegant jasmine, while a base includes cedar. The fragrance is available in 30, 50 and 75 ml flacons. Its flacon is tall and pink, decorated with an elegant black rose on the neck. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Nectarine', 'Pear', 'Pink Pepper', 'Bergamot']","['Taif Rose', 'Peach', 'Violet', 'Jasmine']","['Musk', 'Virginia Cedar']","{'very weak': 90, 'weak': 186, 'moderate': 520, 'long lasting': 242, 'eternal': 89}","{'intimate': 333, 'moderate': 601, 'strong': 217, 'enormous': 161}","{'female': 66, 'more female': 3, 'unisex': 0, 'more male': 0, 'male': 0}","{'way overpriced': 7, 'overpriced': 8, 'ok': 28, 'good value': 7, 'great value': 2}"
Midnight in Paris,Van Cleef & Arpels,https://fimgs.net/mdimg/perfume/375x500.9685.jpg,for men,4.26,4317,"{'amber': 100.0, 'leather': 59.2899, 'vanilla': 56.1424, 'smoky': 55.6678, 'warm spicy': 54.1603, 'aromatic': 49.8385, 'balsamic': 49.2912, 'animalic': 46.8345, 'sweet': 46.6855, 'almond': 45.7375}","Midnight in Paris by Van Cleef & Arpels is a Oriental fragrance for men. Midnight in Paris was launched in 2010. Midnight in Paris was created by Domitille Michalon Bertier and Olivier Polge. Top notes are Leather, Bergamot, Amalfi Lemon, Holly and Rosemary; middle notes are Tea, Styrax and Lily-of-the-Valley; base notes are Tonka Bean, Incense, Benzoin, Almond and Amber. Midnight in Paris is a new fragrance for men which adds up to fairy-tale line of watches by this house and belongs to special line Haute Parfumerie which includes two editions so far – Feerie and new masculine fragrance Midnight in Paris.
Haute Parfumerie line is under license of Inter Perfumes.
Midnight in Paris, new fragrance for men Van Cleef & Arpels is arriving in a dark blue glass flacon, which gives an illusion of starry sky.
The perfume was created by perfumers Domitille Bertier and Olivier Polge who enriched it with floral notes. Among them you can find accentuated lily of the valley and citrusy notes with luminous lemon. Its dark aura arises from tonka beans, while incense adds a mysterious note.
The fragrance hits the shelves in September 2010. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Leather', 'Bergamot', 'Amalfi Lemon', 'Holly', 'Rosemary']","['Tea', 'Styrax', 'Lily-of-the-Valley']","['Tonka Bean', 'Incense', 'Benzoin', 'Almond', 'Amber']","{'very weak': 96, 'weak': 97, 'moderate': 423, 'long lasting': 795, 'eternal': 192}","{'intimate': 321, 'moderate': 1017, 'strong': 403, 'enormous': 250}","{'female': 1, 'more female': 2, 'unisex': 34, 'more male': 11, 'male': 10}","{'way overpriced': 3, 'overpriced': 0, 'ok': 16, 'good value': 14, 'great value': 6}"
212 VIP,Carolina Herrera,https://fimgs.net/mdimg/perfume/375x500.10126.jpg,for women,3.87,4252,"{'vanilla': 100.0, 'rum': 86.534, 'sweet': 86.4512, 'tropical': 66.2545, 'fruity': 61.0753, 'white floral': 56.0572, 'powdery': 55.6889, 'musky': 51.2693, 'woody': 51.2003, 'fresh': 50.7169}","212 VIP by Carolina Herrera is a Oriental Vanilla fragrance for women. 212 VIP was launched in 2010. The nose behind this fragrance is Alberto Morillas. Top notes are Rum and Passionfruit; middle notes are Gardenia and Musk; base notes are Vanille and Tonka Bean. Carolina Herrera 212 VIP, launched in September 2010, is surrounded by slogans such as ""Are you on the list?"" and ""This is a private party"", 212 VIP embodies the lifestyle of those in centre of attention. First of all, the inspiration is sought amongst New York youth; those young, stylish, modern and creative people, always ready for fun.212 VIP is glamorous and exclusive in its composition, which was developed by the perfumer Alberto Morillas, inspired by the energetic life of New York metropolis, the city that never sleeps. Fresh aromas of seductive rum and passion fruit from the beginning of the compositions will take you to the musk and gardenia heart, and then to the soft base of vanilla and tonka bean. It is available as 30, 50 and 80 ml EDP. Read about this perfume in other languages: Deutsch, Español, Français, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Rum', 'Passionfruit']","['Gardenia', 'Musk']","['Vanille', 'Tonka Bean']","{'very weak': 45, 'weak': 88, 'moderate': 324, 'long lasting': 472, 'eternal': 183}","{'intimate': 127, 'moderate': 541, 'strong': 396, 'enormous': 225}","{'female': 38, 'more female': 10, 'unisex': 5, 'more male': 0, 'male': 1}","{'way overpriced': 4, 'overpriced': 10, 'ok': 25, 'good value': 5, 'great value': 0}"
